SEXE,EDAT,DATA,ESDEVENIMENT,PAUTA,RECOMPTE
Dona,10 a 19,25/10/2021,Cas,Parcial,1
Home,10 a 19,28/11/2021,Cas,No iniciada,33
Home,20 a 29,31/07/2021,Cas,No iniciada,125
Dona,20 a 29,12/08/2021,Cas,No iniciada,92
Dona,30 a 39,30/06/2021,Cas,No iniciada,423
Dona,70 a 79,20/10/2021,Cas,Completa,16
Home,80 o més,18/12/2021,Defunció,Completa,4
Home,70 a 79,09/08/2021,Hospitalització,No iniciada,4
Dona,30 a 39,07/11/2021,Cas,Completa,17
Dona,10 a 19,16/07/2021,Cas,Parcial,8
No classificat,No classificat,04/12/2021,Cas,Completa,6
No classificat,No classificat,24/04/2021,Cas,No iniciada,11
Dona,30 a 39,25/03/2021,Cas,No iniciada,126
Home,30 a 39,11/12/2021,Cas,Parcial,2
Home,20 a 29,09/11/2021,Cas,No iniciada,25
Home,70 a 79,28/10/2021,Cas,No iniciada,1
Home,40 a 49,18/07/2021,Hospitalització,No iniciada,14
Home,50 a 59,15/11/2021,Cas,Completa,89
Home,40 a 49,23/10/2021,Cas,No iniciada,5
Dona,0 a 9,01/11/2021,Cas,No iniciada,11
Dona,50 a 59,31/03/2021,Cas,No iniciada,114
No classificat,No classificat,15/07/2021,Crítics,No iniciada,1
Home,70 a 79,28/10/2021,Crítics,Completa,1
Dona,40 a 49,29/06/2021,Cas,Parcial,39
Dona,30 a 39,28/04/2021,Cas,No iniciada,109
Home,40 a 49,28/10/2021,Crítics,No iniciada,2
Home,30 a 39,05/12/2021,Cas,No iniciada,22
Home,60 a 69,16/12/2021,Hospitalització,No iniciada,4
Dona,40 a 49,22/10/2021,Cas,Parcial,1
Dona,50 a 59,28/02/2021,Hospitalització,No iniciada,5
Home,40 a 49,17/12/2021,Crítics,Completa,1
Home,50 a 59,05/12/2021,Cas,Completa,79
Dona,0 a 9,11/12/2021,Cas,No iniciada,144
Home,80 o més,28/10/2021,Hospitalització,Completa,1
Dona,30 a 39,11/11/2021,Cas,Completa,40
Dona,20 a 29,24/05/2021,Cas,No iniciada,36
No classificat,No classificat,04/06/2021,Cas,No iniciada,12
Dona,40 a 49,21/10/2021,Cas,Parcial,2
Dona,50 a 59,03/12/2021,Hospitalització,Completa,2
Home,50 a 59,06/02/2021,Cas,No iniciada,65
Dona,50 a 59,16/10/2021,Cas,Completa,11
Dona,60 a 69,17/12/2021,Crítics,Completa,3
Dona,80 o més,24/10/2021,Cas,Completa,6
Dona,50 a 59,10/12/2021,Hospitalització,No iniciada,4
Dona,10 a 19,20/10/2021,Cas,No iniciada,10
Home,50 a 59,10/12/2021,Hospitalització,No iniciada,6
Dona,40 a 49,08/08/2021,Hospitalització,No iniciada,5
Dona,10 a 19,20/07/2021,Cas,Parcial,17
Dona,30 a 39,02/01/2021,Cas,No iniciada,131
Home,60 a 69,27/11/2021,Hospitalització,No iniciada,6
Dona,80 o més,11/11/2021,Cas,Completa,18
Home,80 o més,27/11/2021,Cas,No iniciada,1
Dona,10 a 19,11/11/2021,Cas,Completa,12
Home,40 a 49,27/01/2021,Cas,No iniciada,255
Home,0 a 9,01/11/2021,Cas,No iniciada,7
Home,50 a 59,23/10/2021,Cas,Completa,7
Home,50 a 59,14/06/2021,Crítics,No iniciada,1
Home,60 a 69,27/11/2021,Crítics,Completa,1
Dona,40 a 49,29/03/2021,Cas,No iniciada,170
Home,20 a 29,10/06/2021,Cas,No iniciada,57
Dona,20 a 29,21/06/2021,Cas,No iniciada,104
Home,50 a 59,14/04/2021,Hospitalització,No iniciada,15
Dona,10 a 19,06/01/2021,Cas,No iniciada,74
No classificat,No classificat,27/10/2021,Cas,No iniciada,16
Home,40 a 49,01/12/2021,Cas,No iniciada,43
No classificat,No classificat,30/07/2021,Hospitalització,No iniciada,2
Home,80 o més,27/10/2021,Hospitalització,Completa,3
Dona,30 a 39,19/11/2021,Cas,No iniciada,27
Home,40 a 49,17/10/2021,Cas,Completa,8
Dona,50 a 59,10/04/2021,Hospitalització,No iniciada,13
Dona,0 a 9,23/08/2021,Cas,No iniciada,68
Home,50 a 59,02/08/2021,Cas,No iniciada,57
Home,30 a 39,18/08/2021,Cas,No iniciada,66
Dona,80 o més,28/06/2021,Cas,Completa,14
Home,50 a 59,02/01/2021,Cas,No iniciada,140
Dona,70 a 79,17/12/2021,Hospitalització,No iniciada,1
Dona,60 a 69,18/11/2021,Cas,Completa,61
Home,0 a 9,27/11/2021,Hospitalització,No iniciada,2
Dona,70 a 79,19/04/2021,Defunció,No iniciada,2
Dona,40 a 49,09/11/2021,Crítics,Completa,1
Home,60 a 69,26/07/2021,Hospitalització,No iniciada,12
Dona,70 a 79,26/04/2021,Hospitalització,No iniciada,11
Home,60 a 69,11/12/2021,Crítics,Completa,3
Home,60 a 69,04/12/2021,Hospitalització,No iniciada,1
Dona,70 a 79,24/11/2021,Cas,No iniciada,6
Dona,70 a 79,15/11/2021,Cas,Completa,59
Dona,70 a 79,06/11/2021,Cas,No iniciada,2
Dona,20 a 29,02/08/2021,Cas,Parcial,32
Home,40 a 49,10/09/2021,Cas,No iniciada,13
Dona,40 a 49,05/02/2021,Cas,No iniciada,185
Dona,30 a 39,20/07/2021,Cas,Completa,61
Dona,10 a 19,01/07/2021,Cas,No iniciada,686
Home,20 a 29,10/05/2021,Cas,No iniciada,62
Dona,30 a 39,01/06/2021,Hospitalització,No iniciada,2
Dona,20 a 29,01/08/2021,Cas,No iniciada,93
Home,10 a 19,25/11/2021,Cas,No iniciada,91
Home,60 a 69,05/12/2021,Cas,No iniciada,11
Home,20 a 29,02/05/2021,Cas,No iniciada,42
Home,30 a 39,22/12/2021,Cas,Parcial,21
Home,40 a 49,17/11/2021,Cas,Completa,88
Home,20 a 29,28/04/2021,Cas,No iniciada,106
Home,40 a 49,10/08/2021,Cas,No iniciada,69
Home,30 a 39,22/09/2021,Cas,No iniciada,17
Dona,60 a 69,04/12/2021,Crítics,Completa,1
Home,40 a 49,21/12/2021,Crítics,No iniciada,3
Home,80 o més,25/09/2021,Defunció,Completa,2
Dona,60 a 69,26/11/2021,Hospitalització,No iniciada,3
Dona,40 a 49,13/09/2021,Cas,No iniciada,21
Home,20 a 29,17/02/2021,Cas,No iniciada,109
Home,70 a 79,17/11/2021,Cas,No iniciada,1
Home,40 a 49,02/01/2021,Cas,No iniciada,162
Home,40 a 49,18/10/2021,Cas,Parcial,1
Home,40 a 49,13/07/2021,Hospitalització,No iniciada,11
Home,70 a 79,28/10/2021,Hospitalització,Completa,5
Home,30 a 39,25/04/2021,Hospitalització,No iniciada,4
Dona,10 a 19,27/12/2021,Crítics,No iniciada,1
Home,60 a 69,12/12/2021,Crítics,No iniciada,2
Dona,10 a 19,04/12/2021,Cas,Parcial,2
Home,50 a 59,15/01/2021,Cas,No iniciada,313
Home,80 o més,21/12/2021,Crítics,Completa,2
Dona,50 a 59,04/11/2021,Cas,No iniciada,8
Dona,60 a 69,08/02/2021,Cas,No iniciada,112
Dona,20 a 29,25/07/2021,Hospitalització,No iniciada,6
Home,40 a 49,29/10/2021,Hospitalització,No iniciada,1
Home,40 a 49,27/07/2021,Cas,Completa,114
Home,10 a 19,03/08/2021,Cas,Parcial,9
Dona,10 a 19,22/12/2021,Hospitalització,No iniciada,1
Dona,40 a 49,25/01/2021,Cas,No iniciada,409
Dona,0 a 9,12/01/2021,Cas,No iniciada,162
Dona,30 a 39,11/12/2021,Hospitalització,No iniciada,3
Dona,20 a 29,19/05/2021,Cas,No iniciada,62
Home,0 a 9,11/05/2021,Cas,No iniciada,56
Dona,20 a 29,21/10/2021,Cas,Completa,5
Home,50 a 59,22/12/2021,Hospitalització,Parcial,1
Home,60 a 69,04/02/2021,Cas,No iniciada,107
Home,30 a 39,24/06/2021,Cas,No iniciada,40
Home,40 a 49,28/10/2021,Cas,No iniciada,3
Dona,40 a 49,31/08/2021,Cas,No iniciada,22
Home,40 a 49,06/05/2021,Cas,No iniciada,116
Home,50 a 59,07/08/2021,Cas,No iniciada,20
Dona,80 o més,21/11/2021,Cas,Completa,13
Home,40 a 49,26/09/2021,Cas,No iniciada,2
Home,60 a 69,22/10/2021,Cas,Completa,12
Dona,50 a 59,18/10/2021,Cas,Completa,17
Dona,0 a 9,18/08/2021,Cas,No iniciada,77
Home,70 a 79,08/12/2021,Cas,Completa,42
Home,70 a 79,29/10/2021,Crítics,No iniciada,1
Dona,60 a 69,06/08/2021,Crítics,No iniciada,4
Dona,20 a 29,29/10/2021,Hospitalització,No iniciada,1
Home,40 a 49,28/10/2021,Crítics,Completa,1
Home,30 a 39,31/05/2021,Cas,No iniciada,57
Dona,40 a 49,14/11/2021,Hospitalització,No iniciada,1
Home,10 a 19,05/10/2021,Cas,No iniciada,16
Home,0 a 9,17/02/2021,Cas,No iniciada,87
No classificat,No classificat,19/10/2021,Cas,No iniciada,7
Home,10 a 19,22/03/2021,Cas,No iniciada,116
Home,10 a 19,05/12/2021,Cas,Completa,10
Dona,50 a 59,30/06/2021,Cas,No iniciada,34
No classificat,No classificat,21/04/2021,Cas,No iniciada,28
Dona,70 a 79,29/10/2021,Hospitalització,Completa,2
Home,30 a 39,27/08/2021,Cas,No iniciada,33
Home,70 a 79,29/10/2021,Hospitalització,Completa,1
Dona,70 a 79,24/10/2021,Cas,Completa,8
Dona,70 a 79,16/12/2021,Hospitalització,No iniciada,4
Dona,40 a 49,13/06/2021,Crítics,No iniciada,3
Dona,40 a 49,07/08/2021,Cas,No iniciada,42
Dona,70 a 79,25/11/2021,Cas,No iniciada,3
Dona,20 a 29,15/04/2021,Cas,No iniciada,110
Home,50 a 59,01/05/2021,Hospitalització,No iniciada,14
Home,60 a 69,10/08/2021,Hospitalització,Completa,12
Home,60 a 69,09/12/2021,Cas,No iniciada,23
No classificat,No classificat,28/08/2021,Cas,No iniciada,31
Dona,50 a 59,12/11/2021,Cas,No iniciada,9
Home,80 o més,02/09/2021,Defunció,Completa,4
Home,60 a 69,10/08/2021,Cas,Parcial,1
Dona,0 a 9,24/02/2021,Cas,No iniciada,77
No classificat,No classificat,26/07/2021,Cas,No iniciada,151
Dona,20 a 29,09/02/2021,Cas,No iniciada,115
Dona,60 a 69,02/11/2021,Cas,Completa,26
Dona,20 a 29,14/08/2021,Cas,No iniciada,62
Home,20 a 29,26/08/2021,Hospitalització,No iniciada,3
No classificat,No classificat,11/11/2021,Cas,Completa,1
Home,80 o més,12/09/2021,Cas,Completa,4
Dona,40 a 49,29/10/2021,Cas,Parcial,1
No classificat,No classificat,17/12/2021,Cas,Completa,26
Dona,80 o més,29/10/2021,Hospitalització,Completa,4
Home,0 a 9,30/06/2021,Cas,No iniciada,48
Home,50 a 59,19/06/2021,Hospitalització,No iniciada,1
Dona,60 a 69,13/08/2021,Cas,No iniciada,14
Dona,0 a 9,04/08/2021,Cas,No iniciada,115
Dona,0 a 9,05/07/2021,Cas,No iniciada,163
Home,70 a 79,04/01/2021,Hospitalització,No iniciada,33
Home,10 a 19,03/11/2021,Cas,No iniciada,27
Home,30 a 39,11/11/2021,Cas,No iniciada,21
Home,60 a 69,17/12/2021,Crítics,No iniciada,1
Dona,0 a 9,28/07/2021,Cas,No iniciada,189
Dona,20 a 29,06/01/2021,Cas,No iniciada,136
Home,80 o més,26/11/2021,Hospitalització,Completa,7
No classificat,No classificat,23/10/2021,Cas,No iniciada,11
Dona,30 a 39,24/08/2021,Cas,No iniciada,66
Dona,10 a 19,06/02/2021,Cas,No iniciada,55
Home,80 o més,17/12/2021,Hospitalització,No iniciada,3
No classificat,No classificat,02/06/2021,Cas,No iniciada,10
Dona,30 a 39,30/10/2021,Cas,No iniciada,7
Home,30 a 39,23/04/2021,Cas,No iniciada,106
Dona,40 a 49,19/10/2021,Cas,Completa,27
Dona,40 a 49,04/10/2021,Cas,Completa,28
No classificat,No classificat,03/09/2021,Cas,Parcial,1
Dona,20 a 29,20/03/2021,Cas,No iniciada,39
Dona,40 a 49,01/10/2021,Cas,Completa,20
Home,70 a 79,29/10/2021,Hospitalització,No iniciada,1
Dona,40 a 49,04/12/2021,Hospitalització,No iniciada,2
Dona,60 a 69,16/12/2021,Hospitalització,No iniciada,3
Dona,60 a 69,24/05/2021,Hospitalització,Parcial,3
Dona,10 a 19,27/10/2021,Cas,No iniciada,10
Dona,50 a 59,18/01/2021,Cas,No iniciada,444
Home,20 a 29,16/03/2021,Cas,No iniciada,88
Dona,30 a 39,29/10/2021,Hospitalització,Completa,2
Dona,50 a 59,02/03/2021,Cas,No iniciada,102
Dona,80 o més,17/11/2021,Cas,Completa,30
Home,50 a 59,23/08/2021,Hospitalització,No iniciada,7
Home,60 a 69,26/07/2021,Crítics,No iniciada,4
Home,50 a 59,09/08/2021,Hospitalització,No iniciada,7
Home,30 a 39,13/11/2021,Cas,No iniciada,10
Dona,50 a 59,08/08/2021,Hospitalització,No iniciada,6
Dona,80 o més,24/02/2021,Hospitalització,No iniciada,8
Dona,40 a 49,19/07/2021,Cas,No iniciada,259
Dona,0 a 9,24/10/2021,Cas,No iniciada,4
Dona,0 a 9,13/02/2021,Cas,No iniciada,23
Dona,50 a 59,15/12/2021,Cas,No iniciada,40
No classificat,No classificat,08/12/2021,Cas,Completa,3
Dona,60 a 69,27/10/2021,Defunció,No iniciada,1
Dona,70 a 79,11/12/2021,Crítics,Completa,1
Home,0 a 9,16/03/2021,Cas,No iniciada,68
Home,30 a 39,23/10/2021,Cas,Completa,6
Dona,60 a 69,28/10/2021,Hospitalització,Completa,1
Dona,20 a 29,27/12/2021,Hospitalització,Completa,1
Home,0 a 9,08/03/2021,Cas,No iniciada,70
Dona,10 a 19,27/10/2021,Cas,Parcial,1
Home,10 a 19,18/08/2021,Cas,No iniciada,89
Home,20 a 29,21/11/2021,Cas,Completa,15
Dona,50 a 59,30/06/2021,Cas,Parcial,30
Dona,10 a 19,20/10/2021,Cas,Completa,5
Home,40 a 49,29/07/2021,Cas,No iniciada,129
Dona,30 a 39,16/07/2021,Cas,Parcial,144
Dona,20 a 29,05/08/2021,Cas,No iniciada,166
Home,70 a 79,29/10/2021,Crítics,Completa,1
Dona,10 a 19,27/01/2021,Cas,No iniciada,263
Dona,40 a 49,21/08/2021,Cas,Completa,34
Home,60 a 69,11/12/2021,Hospitalització,Completa,11
Home,30 a 39,20/04/2021,Hospitalització,No iniciada,7
Home,70 a 79,09/11/2021,Hospitalització,Completa,1
Dona,80 o més,27/11/2021,Hospitalització,No iniciada,1
No classificat,No classificat,18/02/2021,Cas,No iniciada,46
Home,70 a 79,27/11/2021,Cas,No iniciada,1
Dona,50 a 59,18/12/2021,Cas,No iniciada,26
Dona,50 a 59,27/11/2021,Hospitalització,Completa,2
Dona,50 a 59,19/02/2021,Cas,No iniciada,85
Dona,50 a 59,14/07/2021,Cas,Completa,151
Dona,50 a 59,30/03/2021,Cas,Completa,1
Dona,80 o més,30/01/2021,Hospitalització,No iniciada,28
Dona,40 a 49,18/11/2021,Hospitalització,No iniciada,1
Dona,20 a 29,19/10/2021,Cas,No iniciada,5
Home,30 a 39,10/02/2021,Cas,Parcial,1
Home,40 a 49,04/05/2021,Cas,Parcial,5
Home,40 a 49,05/03/2021,Cas,Parcial,2
Home,50 a 59,25/04/2021,Cas,Parcial,2
Home,70 a 79,22/01/2021,Cas,Parcial,4
Home,20 a 29,26/03/2021,Cas,Parcial,2
Home,80 o més,20/12/2021,Defunció,No iniciada,1
Home,70 a 79,10/05/2021,Cas,Parcial,11
Home,40 a 49,16/05/2021,Cas,Parcial,5
Home,50 a 59,31/07/2021,Cas,Parcial,3
Dona,30 a 39,25/02/2021,Cas,Completa,1
Home,30 a 39,22/01/2021,Cas,Parcial,1
Dona,30 a 39,11/02/2021,Cas,Parcial,4
Dona,20 a 29,29/03/2021,Cas,Completa,2
Home,30 a 39,14/05/2021,Cas,Completa,1
Dona,50 a 59,18/07/2021,Cas,Parcial,5
Dona,10 a 19,14/10/2021,Hospitalització,No iniciada,1
Home,60 a 69,20/02/2021,Cas,Completa,1
Dona,60 a 69,28/10/2021,Cas,No iniciada,4
Home,50 a 59,16/10/2021,Cas,Completa,7
Home,50 a 59,19/04/2021,Cas,Completa,1
Dona,50 a 59,10/05/2021,Cas,Completa,2
Home,50 a 59,03/02/2021,Cas,No iniciada,156
Home,30 a 39,02/02/2021,Cas,Parcial,2
Home,40 a 49,08/06/2021,Cas,Parcial,3
Dona,30 a 39,22/06/2021,Cas,Parcial,2
Home,30 a 39,10/05/2021,Cas,Parcial,3
Home,30 a 39,13/10/2021,Hospitalització,Completa,2
Home,70 a 79,06/06/2021,Cas,Completa,1
Dona,70 a 79,27/04/2021,Cas,Completa,1
Home,20 a 29,27/08/2021,Cas,Completa,7
Dona,50 a 59,27/11/2021,Cas,Parcial,1
Home,50 a 59,23/09/2021,Cas,No iniciada,1
Home,40 a 49,15/06/2021,Cas,Completa,2
Dona,60 a 69,29/06/2021,Cas,Completa,4
Dona,20 a 29,01/04/2021,Cas,Parcial,3
Dona,70 a 79,27/01/2021,Cas,Parcial,1
Home,30 a 39,31/03/2021,Cas,Completa,1
Home,30 a 39,22/06/2021,Cas,Parcial,2
Dona,70 a 79,12/06/2021,Cas,Completa,1
Home,50 a 59,30/05/2021,Cas,Parcial,5
Dona,70 a 79,26/05/2021,Cas,Completa,1
Dona,60 a 69,14/08/2021,Cas,Parcial,1
Dona,20 a 29,28/04/2021,Cas,Completa,2
Dona,50 a 59,26/10/2021,Cas,Parcial,1
Dona,30 a 39,03/03/2021,Cas,Completa,3
Home,70 a 79,16/05/2021,Cas,No iniciada,3
Home,0 a 9,23/10/2021,Cas,No iniciada,8
Home,60 a 69,28/10/2021,Hospitalització,Completa,1
Dona,60 a 69,09/06/2021,Cas,Parcial,7
Home,10 a 19,07/09/2021,Cas,Completa,1
Dona,50 a 59,11/03/2021,Cas,Completa,1
Home,10 a 19,22/07/2021,Cas,Completa,1
Home,30 a 39,20/04/2021,Cas,Completa,1
Dona,70 a 79,24/06/2021,Cas,Completa,1
Home,80 o més,17/11/2021,Hospitalització,Completa,6
Dona,50 a 59,18/08/2021,Defunció,No iniciada,1
Home,50 a 59,18/06/2021,Cas,Completa,2
Dona,30 a 39,17/12/2021,Hospitalització,Completa,3
Dona,20 a 29,16/02/2021,Cas,Parcial,2
Dona,70 a 79,19/06/2021,Cas,No iniciada,1
Home,60 a 69,03/06/2021,Cas,No iniciada,3
Home,70 a 79,29/05/2021,Cas,No iniciada,1
Dona,30 a 39,12/03/2021,Cas,Completa,1
Dona,20 a 29,29/07/2021,Cas,No iniciada,218
Home,60 a 69,03/09/2021,Cas,No iniciada,3
Dona,30 a 39,17/02/2021,Cas,Parcial,1
Dona,30 a 39,14/02/2021,Cas,Parcial,1
Dona,10 a 19,24/10/2021,Cas,Completa,1
Home,60 a 69,09/08/2021,Crítics,No iniciada,7
Home,20 a 29,28/01/2021,Cas,Parcial,3
Home,60 a 69,23/06/2021,Cas,No iniciada,3
Home,60 a 69,26/06/2021,Cas,No iniciada,1
Home,40 a 49,13/08/2021,Cas,Parcial,1
Dona,30 a 39,10/05/2021,Cas,Completa,1
Home,40 a 49,17/02/2021,Cas,Parcial,1
Home,30 a 39,18/11/2021,Hospitalització,Completa,1
Dona,10 a 19,26/04/2021,Cas,Completa,1
Home,80 o més,16/12/2021,Hospitalització,No iniciada,3
Home,30 a 39,29/10/2021,Hospitalització,No iniciada,1
Home,20 a 29,01/09/2021,Cas,Parcial,6
Dona,50 a 59,12/06/2021,Cas,Completa,1
Dona,70 a 79,28/06/2021,Cas,No iniciada,3
Home,50 a 59,18/02/2021,Crítics,No iniciada,4
Dona,20 a 29,10/03/2021,Cas,Completa,1
Home,40 a 49,10/03/2021,Cas,Parcial,2
Home,40 a 49,13/05/2021,Cas,Parcial,3
Dona,70 a 79,01/06/2021,Cas,Parcial,4
Home,10 a 19,18/01/2021,Cas,No iniciada,279
Home,20 a 29,19/11/2021,Cas,Completa,27
Dona,40 a 49,08/05/2021,Cas,Completa,1
Dona,30 a 39,26/01/2021,Cas,Parcial,2
Home,50 a 59,14/03/2021,Cas,Parcial,1
Dona,30 a 39,22/12/2021,Hospitalització,No iniciada,5
Dona,10 a 19,26/04/2021,Cas,Parcial,1
Dona,60 a 69,27/11/2021,Hospitalització,No iniciada,2
Home,50 a 59,31/08/2021,Cas,Parcial,1
Home,60 a 69,26/08/2021,Cas,Parcial,2
Dona,70 a 79,29/03/2021,Cas,Parcial,1
Home,30 a 39,17/04/2021,Cas,Completa,1
Dona,20 a 29,20/09/2021,Cas,Parcial,1
Dona,20 a 29,10/06/2021,Cas,Parcial,2
Dona,10 a 19,14/07/2021,Cas,Parcial,6
Home,50 a 59,12/05/2021,Hospitalització,No iniciada,16
Home,80 o més,29/10/2021,Hospitalització,Completa,3
Home,70 a 79,16/07/2021,Cas,Parcial,3
Home,60 a 69,10/12/2021,Crítics,Completa,3
Home,80 o més,17/11/2021,Crítics,Completa,1
Home,40 a 49,03/12/2021,Cas,Parcial,4
No classificat,No classificat,28/06/2021,Cas,No iniciada,148
Home,10 a 19,03/05/2021,Cas,No iniciada,149
Dona,70 a 79,17/11/2021,Hospitalització,Completa,4
Home,50 a 59,21/08/2021,Hospitalització,No iniciada,7
Home,60 a 69,04/11/2021,Defunció,Completa,1
Home,70 a 79,27/10/2021,Defunció,Completa,1
Home,50 a 59,04/12/2021,Hospitalització,No iniciada,3
Dona,10 a 19,28/10/2021,Cas,Parcial,1
Home,30 a 39,29/01/2021,Cas,No iniciada,176
Home,60 a 69,14/06/2021,Cas,Completa,2
Home,20 a 29,09/11/2021,Hospitalització,No iniciada,1
Dona,20 a 29,02/06/2021,Cas,Parcial,2
No classificat,No classificat,07/10/2021,Cas,No iniciada,6
Home,50 a 59,17/03/2021,Cas,Completa,1
Home,30 a 39,07/04/2021,Cas,Parcial,4
Home,70 a 79,01/06/2021,Cas,Completa,2
Home,10 a 19,21/08/2021,Cas,Completa,1
Dona,50 a 59,06/03/2021,Cas,Parcial,2
Home,30 a 39,11/12/2021,Cas,No iniciada,49
Home,30 a 39,23/11/2021,Cas,Parcial,2
Dona,20 a 29,04/05/2021,Cas,No iniciada,92
Home,40 a 49,25/09/2021,Cas,Completa,14
Dona,40 a 49,26/02/2021,Cas,Completa,1
Dona,30 a 39,04/04/2021,Cas,Completa,1
Dona,60 a 69,20/01/2021,Cas,Parcial,3
Home,40 a 49,12/02/2021,Cas,Parcial,1
Home,50 a 59,09/09/2021,Cas,Parcial,1
Home,70 a 79,21/04/2021,Cas,Parcial,3
Home,10 a 19,15/08/2021,Cas,Completa,1
Dona,10 a 19,05/09/2021,Cas,Completa,2
Dona,30 a 39,14/05/2021,Cas,Parcial,2
Dona,50 a 59,25/10/2021,Cas,Completa,33
Dona,50 a 59,20/09/2021,Cas,No iniciada,1
Dona,30 a 39,11/09/2021,Cas,Parcial,1
Dona,70 a 79,20/07/2021,Cas,Parcial,1
Dona,20 a 29,22/02/2021,Cas,No iniciada,118
Home,60 a 69,07/04/2021,Cas,Completa,1
Dona,20 a 29,30/03/2021,Cas,Parcial,1
Home,70 a 79,27/05/2021,Cas,Parcial,2
Home,60 a 69,28/06/2021,Cas,Completa,2
Home,60 a 69,11/06/2021,Cas,No iniciada,1
Dona,10 a 19,09/11/2021,Cas,No iniciada,35
Dona,20 a 29,24/10/2021,Cas,Completa,3
Home,30 a 39,13/04/2021,Cas,Completa,1
Dona,60 a 69,11/06/2021,Cas,Completa,1
Dona,20 a 29,15/04/2021,Cas,Parcial,4
Home,20 a 29,16/06/2021,Cas,Parcial,1
Dona,70 a 79,26/04/2021,Cas,Completa,5
Home,40 a 49,14/08/2021,Cas,Completa,39
Dona,70 a 79,06/07/2021,Cas,Parcial,1
Home,20 a 29,17/12/2021,Hospitalització,No iniciada,1
Dona,40 a 49,28/06/2021,Cas,No iniciada,113
Home,70 a 79,22/04/2021,Hospitalització,No iniciada,19
Home,60 a 69,10/12/2021,Hospitalització,Completa,16
Home,40 a 49,08/02/2021,Cas,Parcial,1
Home,40 a 49,01/09/2021,Cas,No iniciada,16
Home,60 a 69,05/12/2021,Hospitalització,No iniciada,1
Dona,20 a 29,04/06/2021,Cas,No iniciada,46
Dona,50 a 59,24/10/2021,Cas,Completa,6
Dona,40 a 49,14/10/2021,Cas,Completa,24
Home,40 a 49,18/02/2021,Cas,Parcial,1
Home,40 a 49,24/04/2021,Cas,Completa,1
Dona,70 a 79,12/02/2021,Cas,Parcial,1
Home,20 a 29,14/12/2021,Cas,Parcial,10
Dona,30 a 39,10/02/2021,Cas,Parcial,1
Dona,10 a 19,28/09/2021,Cas,Completa,3
Dona,30 a 39,22/05/2021,Cas,Parcial,2
Dona,40 a 49,01/04/2021,Cas,Completa,1
Dona,50 a 59,16/01/2021,Cas,Parcial,1
Dona,60 a 69,09/03/2021,Cas,Completa,1
Home,20 a 29,28/03/2021,Cas,Parcial,1
Dona,20 a 29,24/03/2021,Cas,Completa,1
Home,10 a 19,09/07/2021,Cas,Completa,2
Dona,20 a 29,17/05/2021,Cas,Completa,1
Dona,60 a 69,26/06/2021,Cas,No iniciada,2
Dona,40 a 49,17/02/2021,Cas,Completa,2
Dona,30 a 39,02/06/2021,Cas,Parcial,1
Home,50 a 59,09/08/2021,Cas,Parcial,2
Dona,40 a 49,30/05/2021,Cas,Parcial,1
Dona,20 a 29,18/03/2021,Cas,Parcial,1
Home,60 a 69,01/06/2021,Cas,Completa,1
Dona,10 a 19,04/09/2021,Cas,Completa,1
Dona,30 a 39,09/08/2021,Hospitalització,No iniciada,11
Dona,20 a 29,10/02/2021,Cas,Parcial,1
Home,40 a 49,13/04/2021,Cas,Completa,1
Dona,70 a 79,11/08/2021,Cas,Parcial,1
Dona,20 a 29,15/06/2021,Cas,No iniciada,66
Dona,50 a 59,02/03/2021,Cas,Completa,3
Home,70 a 79,13/05/2021,Cas,Completa,3
Home,20 a 29,03/09/2021,Cas,No iniciada,28
Dona,30 a 39,23/03/2021,Cas,Completa,1
Dona,10 a 19,22/09/2021,Cas,Parcial,1
Home,60 a 69,02/09/2021,Cas,No iniciada,1
Dona,50 a 59,21/09/2021,Cas,No iniciada,2
Dona,40 a 49,28/05/2021,Cas,Completa,3
Dona,30 a 39,06/02/2021,Cas,Parcial,2
Dona,70 a 79,03/06/2021,Cas,Parcial,2
Dona,50 a 59,18/02/2021,Cas,Parcial,1
Dona,60 a 69,17/03/2021,Cas,Completa,1
Dona,70 a 79,01/09/2021,Cas,No iniciada,1
Home,30 a 39,10/06/2021,Cas,Parcial,1
Dona,50 a 59,18/08/2021,Cas,Parcial,1
Dona,60 a 69,20/05/2021,Cas,Completa,1
Dona,20 a 29,25/05/2021,Cas,Parcial,1
Home,30 a 39,07/05/2021,Cas,Parcial,1
Dona,40 a 49,14/04/2021,Cas,Completa,4
Home,30 a 39,06/06/2021,Cas,Parcial,1
Dona,60 a 69,18/06/2021,Cas,Completa,1
Dona,30 a 39,18/02/2021,Cas,Parcial,1
Home,70 a 79,28/05/2021,Cas,No iniciada,2
Dona,40 a 49,01/06/2021,Cas,Parcial,1
Dona,10 a 19,05/02/2021,Cas,No iniciada,167
Home,60 a 69,01/03/2021,Cas,Completa,1
Home,70 a 79,11/07/2021,Cas,No iniciada,2
Home,60 a 69,03/06/2021,Cas,Completa,1
Dona,30 a 39,18/04/2021,Cas,Parcial,2
Dona,20 a 29,28/10/2021,Hospitalització,No iniciada,2
Home,60 a 69,12/06/2021,Cas,Completa,1
Home,70 a 79,07/05/2021,Cas,No iniciada,25
Home,40 a 49,17/12/2021,Hospitalització,No iniciada,2
Dona,30 a 39,21/12/2021,Crítics,No iniciada,2
Dona,20 a 29,18/10/2021,Cas,No iniciada,9
